"တောင်/မြောက်လမ်းဆုံ",96.21628,16.863198,"1,2,3,6,7,24,25,46,60"
"တောင်ဘက်မုခ်",96.150696,16.794861,"8,11"
"တောင်မို့/လှည်းလမ်း",96.428969,16.747756,"34"
"တောင်ဥက္ကလာစာတိုက်",96.179625,16.846759,"10,12,18,29,32,38"
"တောင်ဥက္ကလာပဘုရား",96.185483,16.852869,"6,14,26,27,29,38,42"
"တော်ဝင်",96.078163,16.965999,"40,42"
"တံတားထိပ်",96.237529,16.856103,"2,3,6,10,24,25,33,40,42"
"တံတားနီ",96.448274,16.747921,"34"
"တံတားဖြူ",96.212375,16.857859,"1,3,6,7,17,19,24,25,30,34,35,36,37,60,61"
"ထန်းခြောက်ပင်",96.076328,16.956804,"40,42"
"ထန်းတပင်တာဆုံ",96.036361,17.097849,"55"
"ထန်းပင်ကန်",96.176498,17.072498,"44"
"ထန်းပင်ကုန်း",96.124123,16.900548,"11,35,37,41"
"ထမနီးကုန်းထိပ်",96.319535,16.676402,"33"
"ထမနီးဘုန်းကြီးကျောင်းရှေ့",96.317389,16.679321,"33"
"ထားမလုံ",96.297305,16.705506,"33"
"ထားဝယ်ချောင်",96.175965,16.908062,"15"
"ထိန်သုံးပင်",96.226838,17.138412,"45"
"ထူပါရုံ",96.201414,16.793859,"10"
"ထောက်ကြန့်လမ်းဆုံ",96.133282,17.042671,"35,36,37,41,44,55"
"ထောင်ဘူးဝ",96.100316,16.886265,"15,22"
"ထော်လီကွေ့",96.130064,16.781487,"14,23,30,40,41"
"ဒဂုံတက္ကသိုလ်",96.21358,16.915925,"25,26,28,29,30"
"ဒဂုံဧရာအဝေးပြေး",96.024342,16.87807,"16,17,20,23,61"
"ဒညင်းကုန်းလမ်းဆုံ",96.102169,16.934118,"17,21,39,40,42,44"
"ဒါကုရ်",96.24658,16.770732,"32,33"
"ဒီဇင်ဘာအလယ်ပေါက်",96.280096,16.94335,"1,46"
"ဒူးယားလမ်း",96.182274,16.907733,"15"
"ဒေဝဒဟ",96.198989,16.843956,"1,14,26,27,60"
"ဒေဝူး",96.131376,17.018543,"35,37,41,44"
"ဒေါင်းလေးကွေ့",96.01033,17.115322,"55"
"ဓမ္မာရုံ",96.158284,16.924198,"2,4,15,16,17,18,19,31,32,36,42"
"နည်းပညာတက္ကသိုလ်",96.012218,16.870139,"17,23,61"
"နည်းပညာတက္ကသိုလ်(ဂျီတီယူ)",96.307518,16.689968,"33"
"နတ်စင်",96.222249,16.869256,"1,46"
"နတ်စင်ကုန်း",96.292326,16.71348,"33"
"နတ်စင်တစ်ရာ",96.280138,16.726345,"33"
"နတ်စင်လမ်း",96.125928,16.814534,"11,14,19,20,22,23,30,40,41,55"
"နတ်မောက်ကျောင်းရှေ့",96.165105,16.800253,"8"
